YouTube_ID;Clip_Final_Name;Clip_Publication_Date;Clip_Public_URL;Pexels_ID;Pexels_Author;Pexels_URL;Media_Type;Status
cjY6Ep49lhw;Evening Tram of Memories;2024-11-16;https://www.youtube.com/watch?v=cjY6Ep49lhw;;cottonbro studio;;;
cjY6Ep49lhw;Evening Tram of Memories;2024-11-16;https://www.youtube.com/watch?v=cjY6Ep49lhw;;Coverr;;;
cjY6Ep49lhw;Evening Tram of Memories;2024-11-16;https://www.youtube.com/watch?v=cjY6Ep49lhw;;David Roberts;;;
cjY6Ep49lhw;Evening Tram of Memories;2024-11-16;https://www.youtube.com/watch?v=cjY6Ep49lhw;;Engin Akyurt;;;
cjY6Ep49lhw;Evening Tram of Memories;2024-11-16;https://www.youtube.com/watch?v=cjY6Ep49lhw;;faycol bogonko;;;
cjY6Ep49lhw;Evening Tram of Memories;2024-11-16;https://www.youtube.com/watch?v=cjY6Ep49lhw;;Kelly;;;
cjY6Ep49lhw;Evening Tram of Memories;2024-11-16;https://www.youtube.com/watch?v=cjY6Ep49lhw;;Pat Whelen;;;
cjY6Ep49lhw;Evening Tram of Memories;2024-11-16;https://www.youtube.com/watch?v=cjY6Ep49lhw;;Pixabay;;;
cjY6Ep49lhw;Evening Tram of Memories;2024-11-16;https://www.youtube.com/watch?v=cjY6Ep49lhw;;Samar Layek;;;
cjY6Ep49lhw;Evening Tram of Memories;2024-11-16;https://www.youtube.com/watch?v=cjY6Ep49lhw;;Samson Katt;;;
cjY6Ep49lhw;Evening Tram of Memories;2024-11-16;https://www.youtube.com/watch?v=cjY6Ep49lhw;;Sosa Films;;;
cjY6Ep49lhw;Evening Tram of Memories;2024-11-16;https://www.youtube.com/watch?v=cjY6Ep49lhw;;Taryn Elliott;;;
cjY6Ep49lhw;Evening Tram of Memories;2024-11-16;https://www.youtube.com/watch?v=cjY6Ep49lhw;;Thirdman;;;
cjY6Ep49lhw;Evening Tram of Memories;2024-11-16;https://www.youtube.com/watch?v=cjY6Ep49lhw;;Tima Miroshnichenko;;;
cjY6Ep49lhw;Evening Tram of Memories;2024-11-16;https://www.youtube.com/watch?v=cjY6Ep49lhw;;TP Motion;;;
cjY6Ep49lhw;Evening Tram of Memories;2024-11-16;https://www.youtube.com/watch?v=cjY6Ep49lhw;;Yaroslav Shuraev;;;
cjY6Ep49lhw;Evening Tram of Memories;2024-11-16;https://www.youtube.com/watch?v=cjY6Ep49lhw;;Zelch Csaba;;;
cjY6Ep49lhw;Evening Tram of Memories;2024-11-16;https://www.youtube.com/watch?v=cjY6Ep49lhw;;정규송 Nui MALAMA;;;
XgTFbAP5sZM;Forest Guests;2024-09-07;https://www.youtube.com/watch?v=XgTFbAP5sZM;;David Martin;;;
XgTFbAP5sZM;Forest Guests;2024-09-07;https://www.youtube.com/watch?v=XgTFbAP5sZM;;Matthias Groeneveld;;;
XgTFbAP5sZM;Forest Guests;2024-09-07;https://www.youtube.com/watch?v=XgTFbAP5sZM;;Serg Alesenko;;;
XgTFbAP5sZM;Forest Guests;2024-09-07;https://www.youtube.com/watch?v=XgTFbAP5sZM;;Henrikas Mackevicius;;;
XgTFbAP5sZM;Forest Guests;2024-09-07;https://www.youtube.com/watch?v=XgTFbAP5sZM;;Kelly;;;
XgTFbAP5sZM;Forest Guests;2024-09-07;https://www.youtube.com/watch?v=XgTFbAP5sZM;;Ankit Rainloure;;;
XgTFbAP5sZM;Forest Guests;2024-09-07;https://www.youtube.com/watch?v=XgTFbAP5sZM;;Altaf Shah;;;
XgTFbAP5sZM;Forest Guests;2024-09-07;https://www.youtube.com/watch?v=XgTFbAP5sZM;;Matthias Groeneveld;;;
f72um_BE_io;i;2024-10-12;https://www.youtube.com/watch?v=f72um_BE_io;;⭐ Ron Lach;;;
f72um_BE_io;i;2024-10-12;https://www.youtube.com/watch?v=f72um_BE_io;;⭐ Artur Szczubelek;;;
f72um_BE_io;i;2024-10-12;https://www.youtube.com/watch?v=f72um_BE_io;;Monsieur Sylvain;;;
f72um_BE_io;i;2024-10-12;https://www.youtube.com/watch?v=f72um_BE_io;;Engin Akyurt;;;
f72um_BE_io;i;2024-10-12;https://www.youtube.com/watch?v=f72um_BE_io;;Nithin PA;;;
f72um_BE_io;i;2024-10-12;https://www.youtube.com/watch?v=f72um_BE_io;;cottonbro studio;;;
f72um_BE_io;i;2024-10-12;https://www.youtube.com/watch?v=f72um_BE_io;;Kelly;;;
7_m5368YOto;Inside Of Mind;2024-08-31;https://www.youtube.com/watch?v=7_m5368YOto;;Pachon in Motion;;;
7_m5368YOto;Inside Of Mind;2024-08-31;https://www.youtube.com/watch?v=7_m5368YOto;;cottonbro studio;;;
7_m5368YOto;Inside Of Mind;2024-08-31;https://www.youtube.com/watch?v=7_m5368YOto;;Kelly;;;
7_m5368YOto;Inside Of Mind;2024-08-31;https://www.youtube.com/watch?v=7_m5368YOto;;Tima Miroshnichenko;;;
r-Nk7UTEHIE;Laboratory;2024-11-09;https://www.youtube.com/watch?v=r-Nk7UTEHIE;;cottonbro studio;;;
r-Nk7UTEHIE;Laboratory;2024-11-09;https://www.youtube.com/watch?v=r-Nk7UTEHIE;;Tima Miroshnichenko;;;
r-Nk7UTEHIE;Laboratory;2024-11-09;https://www.youtube.com/watch?v=r-Nk7UTEHIE;;Anna Tarazevich;;;
r-Nk7UTEHIE;Laboratory;2024-11-09;https://www.youtube.com/watch?v=r-Nk7UTEHIE;;Denys Gromov;;;
r-Nk7UTEHIE;Laboratory;2024-11-09;https://www.youtube.com/watch?v=r-Nk7UTEHIE;;MART PRODUCTION;;;
r-Nk7UTEHIE;Laboratory;2024-11-09;https://www.youtube.com/watch?v=r-Nk7UTEHIE;;Mikhail Nilov;;;
r-Nk7UTEHIE;Laboratory;2024-11-09;https://www.youtube.com/watch?v=r-Nk7UTEHIE;;Nicola Narracci;;;
r-Nk7UTEHIE;Laboratory;2024-11-09;https://www.youtube.com/watch?v=r-Nk7UTEHIE;;Pressmaster;;;
r-Nk7UTEHIE;Laboratory;2024-11-09;https://www.youtube.com/watch?v=r-Nk7UTEHIE;;Rihard-Clement-Ciprian Diac;;;
kfnlCd2mdx4;Summer, Love;2024-06-18;https://www.youtube.com/watch?v=kfnlCd2mdx4;;cottonbro studio;;;
kfnlCd2mdx4;Summer, Love;2024-06-18;https://www.youtube.com/watch?v=kfnlCd2mdx4;;Borys Trusevych;;;
kfnlCd2mdx4;Summer, Love;2024-06-18;https://www.youtube.com/watch?v=kfnlCd2mdx4;;Coverr;;;
kfnlCd2mdx4;Summer, Love;2024-06-18;https://www.youtube.com/watch?v=kfnlCd2mdx4;;Engin Akyurt;;;
kfnlCd2mdx4;Summer, Love;2024-06-18;https://www.youtube.com/watch?v=kfnlCd2mdx4;;Khanh Hoang Minh 2;;;
kfnlCd2mdx4;Summer, Love;2024-06-18;https://www.youtube.com/watch?v=kfnlCd2mdx4;;Mikhail Nilov;;;
kfnlCd2mdx4;Summer, Love;2024-06-18;https://www.youtube.com/watch?v=kfnlCd2mdx4;;Philip Kapadia;;;
kfnlCd2mdx4;Summer, Love;2024-06-18;https://www.youtube.com/watch?v=kfnlCd2mdx4;;RDNE Stock project;;;
kfnlCd2mdx4;Summer, Love;2024-06-18;https://www.youtube.com/watch?v=kfnlCd2mdx4;;Rostislav Uzunov;;;
kfnlCd2mdx4;Summer, Love;2024-06-18;https://www.youtube.com/watch?v=kfnlCd2mdx4;;SHVETS production;;;
kfnlCd2mdx4;Summer, Love;2024-06-18;https://www.youtube.com/watch?v=kfnlCd2mdx4;;StefWithAnF;;;
kfnlCd2mdx4;Summer, Love;2024-06-18;https://www.youtube.com/watch?v=kfnlCd2mdx4;;Tima Miroshnichenko;;;
kfnlCd2mdx4;Summer, Love;2024-06-18;https://www.youtube.com/watch?v=kfnlCd2mdx4;;Yaroslav Shuraev;;;
nMC-ub1WexA;Sunlight Reflection;2024-08-24;https://www.youtube.com/watch?v=nMC-ub1WexA;;Jiří Malý;;;
nMC-ub1WexA;Sunlight Reflection;2024-08-24;https://www.youtube.com/watch?v=nMC-ub1WexA;;Matthias Groeneveld;;;
nMC-ub1WexA;Sunlight Reflection;2024-08-24;https://www.youtube.com/watch?v=nMC-ub1WexA;;cottonbro studio;;;
nMC-ub1WexA;Sunlight Reflection;2024-08-24;https://www.youtube.com/watch?v=nMC-ub1WexA;;Engin Akyurt;;;
nMC-ub1WexA;Sunlight Reflection;2024-08-24;https://www.youtube.com/watch?v=nMC-ub1WexA;;Harvey Veyhar;;;
nMC-ub1WexA;Sunlight Reflection;2024-08-24;https://www.youtube.com/watch?v=nMC-ub1WexA;;Kampus Production;;;
nMC-ub1WexA;Sunlight Reflection;2024-08-24;https://www.youtube.com/watch?v=nMC-ub1WexA;;Magda Ehlers;;;
nMC-ub1WexA;Sunlight Reflection;2024-08-24;https://www.youtube.com/watch?v=nMC-ub1WexA;;Matthias Groeneveld;;;
nMC-ub1WexA;Sunlight Reflection;2024-08-24;https://www.youtube.com/watch?v=nMC-ub1WexA;;Noel McShane;;;
nMC-ub1WexA;Sunlight Reflection;2024-08-24;https://www.youtube.com/watch?v=nMC-ub1WexA;;Pavel Danilyuk;;;
nMC-ub1WexA;Sunlight Reflection;2024-08-24;https://www.youtube.com/watch?v=nMC-ub1WexA;;Rachel Claire;;;
nMC-ub1WexA;Sunlight Reflection;2024-08-24;https://www.youtube.com/watch?v=nMC-ub1WexA;;ROMAN ODINTSOV;;;
nMC-ub1WexA;Sunlight Reflection;2024-08-24;https://www.youtube.com/watch?v=nMC-ub1WexA;;Taryn Elliott;;;
HikYPZJK-ZA;The Exposed Earth;2024-09-28;https://www.youtube.com/watch?v=HikYPZJK-ZA;;Adrien JACTA;;;
HikYPZJK-ZA;The Exposed Earth;2024-09-28;https://www.youtube.com/watch?v=HikYPZJK-ZA;;Alec Jackomino;;;
HikYPZJK-ZA;The Exposed Earth;2024-09-28;https://www.youtube.com/watch?v=HikYPZJK-ZA;;ArtHouse Studio;;;
HikYPZJK-ZA;The Exposed Earth;2024-09-28;https://www.youtube.com/watch?v=HikYPZJK-ZA;;Bhagath Singh Gogineni;;;
HikYPZJK-ZA;The Exposed Earth;2024-09-28;https://www.youtube.com/watch?v=HikYPZJK-ZA;;Bhargava Marripati;;;
HikYPZJK-ZA;The Exposed Earth;2024-09-28;https://www.youtube.com/watch?v=HikYPZJK-ZA;;Kelly;;;
HikYPZJK-ZA;The Exposed Earth;2024-09-28;https://www.youtube.com/watch?v=HikYPZJK-ZA;;Kindel Media;;;
HikYPZJK-ZA;The Exposed Earth;2024-09-28;https://www.youtube.com/watch?v=HikYPZJK-ZA;;Mikhail Nilov;;;
HikYPZJK-ZA;The Exposed Earth;2024-09-28;https://www.youtube.com/watch?v=HikYPZJK-ZA;;Tacettin Veli Çetin;;;
HikYPZJK-ZA;The Exposed Earth;2024-09-28;https://www.youtube.com/watch?v=HikYPZJK-ZA;;Volkan Yılmaz;;;
HikYPZJK-ZA;The Exposed Earth;2024-09-28;https://www.youtube.com/watch?v=HikYPZJK-ZA;;Marvin Caro;;;
szY1VuAQLW8;Ascetic;2025-03-01;https://www.youtube.com/watch?v=szY1VuAQLW8;11971306;deconjpa;;N/A;404 - CHECK MANUALLY (Parent Folder Name Used)
szY1VuAQLW8;Ascetic;2025-03-01;https://www.youtube.com/watch?v=szY1VuAQLW8;12022263;deconjpa;;N/A;404 - CHECK MANUALLY (Parent Folder Name Used)
szY1VuAQLW8;Ascetic;2025-03-01;https://www.youtube.com/watch?v=szY1VuAQLW8;12187871;deconjpa;;N/A;404 - CHECK MANUALLY (Parent Folder Name Used)
szY1VuAQLW8;Ascetic;2025-03-01;https://www.youtube.com/watch?v=szY1VuAQLW8;12260011;deconjpa;;N/A;404 - CHECK MANUALLY (Parent Folder Name Used)
szY1VuAQLW8;Ascetic;2025-03-01;https://www.youtube.com/watch?v=szY1VuAQLW8;12292303;deconjpa;;N/A;404 - CHECK MANUALLY (Parent Folder Name Used)
szY1VuAQLW8;Ascetic;2025-03-01;https://www.youtube.com/watch?v=szY1VuAQLW8;19821971;deconjpa;https://www.pexels.com/video/a-pink-line-on-a-black-background-19821971/;Video;OK
szY1VuAQLW8;Ascetic;2025-03-01;https://www.youtube.com/watch?v=szY1VuAQLW8;20568512;deconjpa;https://www.pexels.com/video/animation-20568512/;Video;OK
oI8PIdfXC_4;A Small Meeting;2025-04-05;https://www.youtube.com/watch?v=oI8PIdfXC_4;10540953;Aleks BM;https://www.pexels.com/video/leafless-trees-in-a-forest-10540953/;Video;OK
oI8PIdfXC_4;A Small Meeting;2025-04-05;https://www.youtube.com/watch?v=oI8PIdfXC_4;12558213;Ellysa jordens;;N/A;404 - CHECK MANUALLY (Parent Folder Name Used)
oI8PIdfXC_4;A Small Meeting;2025-04-05;https://www.youtube.com/watch?v=oI8PIdfXC_4;11899038;Matthias Groeneveld;https://www.pexels.com/video/tracking-shot-of-the-sun-shining-through-forest-trees-11899038/;Video;OK
oI8PIdfXC_4;A Small Meeting;2025-04-05;https://www.youtube.com/watch?v=oI8PIdfXC_4;6056824;Matthias Groeneveld;https://www.pexels.com/video/drone-footage-of-sunlight-in-the-forest-6056824/;Video;OK
oI8PIdfXC_4;A Small Meeting;2025-04-05;https://www.youtube.com/watch?v=oI8PIdfXC_4;7976609;Ojyrai Films;https://www.pexels.com/video/video-of-a-railway-line-7976609/;Video;OK
oI8PIdfXC_4;A Small Meeting;2025-04-05;https://www.youtube.com/watch?v=oI8PIdfXC_4;9980763;Owen Casey;https://www.pexels.com/video/a-river-in-the-forest-9980763/;Video;OK
oI8PIdfXC_4;A Small Meeting;2025-04-05;https://www.youtube.com/watch?v=oI8PIdfXC_4;8552823;RDNE Stock project;https://www.pexels.com/video/a-footage-of-tall-trees-in-a-forest-8552823/;Video;OK
oI8PIdfXC_4;A Small Meeting;2025-04-05;https://www.youtube.com/watch?v=oI8PIdfXC_4;3774623;Roman Kaiuk🇺🇦;https://www.pexels.com/video/footage-of-the-train-reflecting-in-the-crystal-ball-3774623/;Video;OK
oI8PIdfXC_4;A Small Meeting;2025-04-05;https://www.youtube.com/watch?v=oI8PIdfXC_4;3930868;Roman Kaiuk🇺🇦;https://www.pexels.com/video/willow-3930868/;Video;OK
oI8PIdfXC_4;A Small Meeting;2025-04-05;https://www.youtube.com/watch?v=oI8PIdfXC_4;3975633;Roman Kaiuk🇺🇦;https://www.pexels.com/video/horror-film-mystery-at-home-3975633/;Video;OK
oI8PIdfXC_4;A Small Meeting;2025-04-05;https://www.youtube.com/watch?v=oI8PIdfXC_4;3239862;The Marc Knight;https://www.pexels.com/video/the-long-trunks-of-tall-trees-in-the-forest-3239862/;Video;OK
oI8PIdfXC_4;A Small Meeting;2025-04-05;https://www.youtube.com/watch?v=oI8PIdfXC_4;3152730;Tom Fisk;https://www.pexels.com/video/a-rocky-river-with-rays-of-sunlight-3152730/;Video;OK
oI8PIdfXC_4;A Small Meeting;2025-04-05;https://www.youtube.com/watch?v=oI8PIdfXC_4;20644020;Videas Cl;https://www.pexels.com/video/a-small-bird-is-perched-on-a-branch-20644020/;Video;OK
yNZquESf7Rw;Adventures on Two;2025-09-06;https://www.youtube.com/watch?v=yNZquESf7Rw;4560626;Jusdevoyage Lyly;https://www.pexels.com/photo/silhouette-of-men-riding-motorcycle-during-sunset-4560626/;Photo;OK
yNZquESf7Rw;Adventures on Two;2025-09-06;https://www.youtube.com/watch?v=yNZquESf7Rw;855433;Pixabay;https://www.pexels.com/video/woman-waiting-for-a-taxi-855433/;Video;OK
CFiULSq_L9M;Always the Next Level;2025-12-07;https://youtu.be/CFiULSq_L9M;6573932;ArtHouse Studio;https://www.pexels.com/video/drone-footage-of-a-desert-6573932/;Video;OK
CFiULSq_L9M;Always the Next Level;2025-12-07;https://youtu.be/CFiULSq_L9M;6573938;ArtHouse Studio;https://www.pexels.com/video/high-angle-shot-of-sand-6573938/;Video;OK
CFiULSq_L9M;Always the Next Level;2025-12-07;https://youtu.be/CFiULSq_L9M;6084644;Engin Akyurt;https://www.pexels.com/video/abstract-of-blue-glittery-ink-6084644/;Video;OK
CFiULSq_L9M;Always the Next Level;2025-12-07;https://youtu.be/CFiULSq_L9M;7566035;MART PRODUCTION;https://www.pexels.com/video/slow-motion-of-abstract-liquid-colors-7566035/;Video;OK
CFiULSq_L9M;Always the Next Level;2025-12-07;https://youtu.be/CFiULSq_L9M;3018500;Taryn Elliott;https://www.pexels.com/video/man-walking-barefoot-on-desert-sand-3018500/;Video;OK
PBJ0gJmSRtI;Because Magic;2025-12-14;https://youtu.be/PBJ0gJmSRtI;14291840;Nihat Gök;;N/A;404 - CHECK MANUALLY (Parent Folder Name Used)
PBJ0gJmSRtI;Because Magic;2025-12-14;https://youtu.be/PBJ0gJmSRtI;2297636;Oleg Gamulinskii;https://www.pexels.com/video/flickers-of-light-in-the-air-at-night-2297636/;Video;OK
G3T1Awzg-0I;Cloud Space;2025-07-26;https://www.youtube.com/watch?v=G3T1Awzg-0I;32800964;Ali;https://www.pexels.com/photo/scenic-paragliding-adventure-over-coastal-landscape-32800964/;Photo;OK
G3T1Awzg-0I;Cloud Space;2025-07-26;https://www.youtube.com/watch?v=G3T1Awzg-0I;3051493;Dan Cristian Pădureț;https://www.pexels.com/video/white-smoke-rising-up-forming-abstract-patterns-and-lines-3051493/;Video;OK
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;3250590;Alexander Bobrov;https://www.pexels.com/video/a-railway-under-a-flyover-3250590/;Video;OK
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;16580206;Bárbara Villardo;https://www.pexels.com/video/a-mountain-landscape-seen-from-a-moving-train-window-16580206/;Video;OK
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;12275352;Borys Zaitsev;https://www.pexels.com/video/3d-render-of-blue-star-12275352/;Video;OK
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;13070197;CESAR A RAMIREZ VALLEJO TRAPHITHO;https://www.pexels.com/video/white-cloud-on-sky-13070197/;Video;OK
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;5535163;CESAR A RAMIREZ VALLEJO TRAPHITHO;https://www.pexels.com/video/cloud-formation-time-lapse-5535163/;Video;OK
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;12735827;David Pickup;;N/A;404 - CHECK MANUALLY (Parent Folder Name Used)
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;4911644;Dmitry Varennikov;https://www.pexels.com/video/a-time-lapse-of-a-night-sky-4911644/;Video;OK
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;13347059;Earth Photart;;N/A;404 - CHECK MANUALLY (Parent Folder Name Used)
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;13412857;Earth Photart;;N/A;404 - CHECK MANUALLY (Parent Folder Name Used)
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;12050525;Enes Salih Gökçek;https://www.pexels.com/video/view-on-travel-from-train-12050525/;Video;OK
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;20630219;Jose Ángel Ruiz Olivares;https://www.pexels.com/video/a-subway-train-is-empty-and-waiting-for-passengers-20630219/;Video;OK
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;5702030;Kelly;https://www.pexels.com/video/high-angle-view-of-steam-train-running-5702030/;Video;OK
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;5236593;Leeloo The First;https://www.pexels.com/video/city-view-from-a-train-window-5236593/;Video;OK
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;6772133;Miguel Á. Padriñán;https://www.pexels.com/video/time-lapse-video-of-the-sky-6772133/;Video;OK
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;6772135;Miguel Á. Padriñán;https://www.pexels.com/video/moving-clouds-time-lapse-6772135/;Video;OK
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;7976609;Ojyrai Films;https://www.pexels.com/video/video-of-a-railway-line-7976609/;Video;OK
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;12859226;Oskar Gross;;N/A;404 - CHECK MANUALLY (Parent Folder Name Used)
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;12859261;Oskar Gross;;N/A;404 - CHECK MANUALLY (Parent Folder Name Used)
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;12859268;Oskar Gross;;N/A;404 - CHECK MANUALLY (Parent Folder Name Used)
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;13120656;Oskar Gross;;N/A;404 - CHECK MANUALLY (Parent Folder Name Used)
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;855507;Pixabay;https://www.pexels.com/video/formation-of-clouds-855507/;Video;OK
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;856171;Pixabay;https://www.pexels.com/video/time-lapse-of-cumulus-clouds-856171/;Video;OK
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;258510;Pixabay;https://www.pexels.com/photo/railroad-tracks-in-city-258510/;Photo;OK
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;6493300;Rense;https://www.pexels.com/video/drone-footage-of-amsterdam-metro-station-6493300/;Video;OK
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;3563078;shalender kumar;https://www.pexels.com/video/pedestal-footage-of-train-traveling-on-the-icy-trails-3563078/;Video;OK
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;6556837;shalender kumar;https://www.pexels.com/video/view-from-window-of-a-moving-train-6556837/;Video;OK
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;16016761;Szőcs Tamás;https://www.pexels.com/video/riding-a-train-through-an-underground-tunnel-16016761/;Video;OK
48LT8EQMvto;Cloud Transit;2025-04-19;https://www.youtube.com/watch?v=48LT8EQMvto;857143;Vimeo;https://www.pexels.com/video/cloudscape-video-857143/;Video;OK
